id,quesno,ques_counter,ans,,ansval,,conf,reac,reas,Cognitive_bias,Generation,Q1_time,Q2_time,Q3_time,Q4_time,factor1,factor2,hint,hint_time,hint_probability
6634a2adae73d2.92527733,27,25,genuine,50,100,Genuine,100,"Read the email and do nothing,","Based upon body of the email,,",NA,NA,Fri May 03 2024 14:27:58 GMT+0530 (India Standard Time),Fri May 03 2024 14:28:01 GMT+0530 (India Standard Time),Fri May 03 2024 14:28:04 GMT+0530 (India Standard Time),Fri May 03 2024 14:28:15 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,12,26,genuine,50,100,Genuine,100,"Respond to this email,","Based upon senders email address,Based upon body of the email,,",NA,NA,Fri May 03 2024 14:28:31 GMT+0530 (India Standard Time),Fri May 03 2024 14:28:32 GMT+0530 (India Standard Time),Fri May 03 2024 14:28:30 GMT+0530 (India Standard Time),Fri May 03 2024 14:28:28 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,19,27,phishing,50,0,Phishing,100,"Move to spam,Delete this email,Report this email,","Based upon body of the email,,",Hyperbolic Discounting,GPT-3 Temp0.3_TopP_0.8,Fri May 03 2024 14:28:45 GMT+0530 (India Standard Time),Fri May 03 2024 14:28:46 GMT+0530 (India Standard Time),Fri May 03 2024 14:28:48 GMT+0530 (India Standard Time),Fri May 03 2024 14:28:51 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,23,28,genuine,50,100,Genuine,100,"Respond to this email,","Based upon body of the email,,",NA,NA,Fri May 03 2024 14:28:57 GMT+0530 (India Standard Time),Fri May 03 2024 14:28:59 GMT+0530 (India Standard Time),Fri May 03 2024 14:29:00 GMT+0530 (India Standard Time),Fri May 03 2024 14:29:04 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,33,29,genuine,-50,100,Phishing,100,"Respond to this email,Click link/ Open attachment,","Based upon senders email address,Based upon body of the email,,",Halo Effect,GPT-3 Temp0.3_TopP_0.8,Fri May 03 2024 14:29:15 GMT+0530 (India Standard Time),Fri May 03 2024 14:29:16 GMT+0530 (India Standard Time),Fri May 03 2024 14:29:19 GMT+0530 (India Standard Time),Fri May 03 2024 14:29:22 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,18,30,phishing,50,0,Phishing,100,"Move to spam,","Based upon body of the email,,",Curiosity Effect,GPT-3 Temp0.3_TopP_0.8,Fri May 03 2024 14:29:37 GMT+0530 (India Standard Time),Fri May 03 2024 14:29:39 GMT+0530 (India Standard Time),Fri May 03 2024 14:29:40 GMT+0530 (India Standard Time),Fri May 03 2024 14:29:42 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,32,31,phishing,50,0,Phishing,100,"Move to spam,","Based upon senders email address,Based upon body of the email,Based upon the link/attachment in the email,,",Recency Effect,GPT-3 Temp0.3_TopP_0.8,Fri May 03 2024 14:29:56 GMT+0530 (India Standard Time),Fri May 03 2024 14:29:57 GMT+0530 (India Standard Time),Fri May 03 2024 14:30:01 GMT+0530 (India Standard Time),Fri May 03 2024 14:30:03 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,25,33,genuine,50,100,Genuine,100,"Respond to this email,","Based upon senders email address,Based upon body of the email,,",NA,NA,Fri May 03 2024 14:30:41 GMT+0530 (India Standard Time),Fri May 03 2024 14:30:42 GMT+0530 (India Standard Time),Fri May 03 2024 14:30:45 GMT+0530 (India Standard Time),Fri May 03 2024 14:30:46 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,35,34,phishing,50,0,Phishing,100,"Move to spam,","Based upon the subject line in the email,Based upon body of the email,,",Authority Bias,GPT-3 Temp0.3_TopP_0.8,Fri May 03 2024 14:31:00 GMT+0530 (India Standard Time),Fri May 03 2024 14:31:01 GMT+0530 (India Standard Time),Fri May 03 2024 14:31:04 GMT+0530 (India Standard Time),Fri May 03 2024 14:31:07 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,38,35,genuine,50,100,Genuine,100,"Read the email and do nothing,","Based upon senders email address,,",NA,NA,Fri May 03 2024 14:31:23 GMT+0530 (India Standard Time),Fri May 03 2024 14:31:24 GMT+0530 (India Standard Time),Fri May 03 2024 14:31:26 GMT+0530 (India Standard Time),Fri May 03 2024 14:31:29 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,43,36,phishing,50,0,Phishing,100,"Move to spam,","Based upon senders email address,,",Halo Effect,GPT-3 Temp0.3_TopP_0.8,Fri May 03 2024 14:31:52 GMT+0530 (India Standard Time),Fri May 03 2024 14:31:53 GMT+0530 (India Standard Time),Fri May 03 2024 14:31:51 GMT+0530 (India Standard Time),Fri May 03 2024 14:31:56 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,41,37,phishing,50,0,Phishing,100,"Move to spam,Delete this email,","Based upon the subject line in the email,Based upon body of the email,,",Curiosity Effect,GPT-3 Temp0.3_TopP_0.8,Fri May 03 2024 14:32:01 GMT+0530 (India Standard Time),Fri May 03 2024 14:32:05 GMT+0530 (India Standard Time),Fri May 03 2024 14:32:10 GMT+0530 (India Standard Time),Fri May 03 2024 14:32:13 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,37,38,phishing,50,0,Phishing,100,"Move to spam,","Based upon body of the email,,",Hyperbolic Discounting,GPT-3 Temp0.3_TopP_0.8,Fri May 03 2024 14:32:19 GMT+0530 (India Standard Time),Fri May 03 2024 14:32:20 GMT+0530 (India Standard Time),Fri May 03 2024 14:32:22 GMT+0530 (India Standard Time),Fri May 03 2024 14:32:23 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,39,39,phishing,50,0,Phishing,100,"Move to spam,","Based upon body of the email,,",Recency Effect,GPT-3 Temp0.3_TopP_0.8,Fri May 03 2024 14:32:32 GMT+0530 (India Standard Time),Fri May 03 2024 14:32:34 GMT+0530 (India Standard Time),Fri May 03 2024 14:32:36 GMT+0530 (India Standard Time),Fri May 03 2024 14:32:37 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,34,40,genuine,50,100,Genuine,100,"Click link/ Open attachment,","Based upon senders email address,,",NA,NA,Fri May 03 2024 14:32:59 GMT+0530 (India Standard Time),Fri May 03 2024 14:33:01 GMT+0530 (India Standard Time),Fri May 03 2024 14:33:05 GMT+0530 (India Standard Time),Fri May 03 2024 14:33:11 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,36,41,genuine,50,100,Genuine,100,"Respond to this email,Click link/ Open attachment,","Based upon senders email address,Based upon body of the email,,",NA,NA,Fri May 03 2024 14:33:27 GMT+0530 (India Standard Time),Fri May 03 2024 14:33:29 GMT+0530 (India Standard Time),Fri May 03 2024 14:33:32 GMT+0530 (India Standard Time),Fri May 03 2024 14:33:39 GMT+0530 (India Standard Time),0,0,Not used,,
6634a2adae73d2.92527733,42,42,phishing,-50,0,Genuine,100,"Move to spam,","Based upon senders email address,Based upon body of the email,,",NA,NA,Fri May 03 2024 14:33:57 GMT+0530 (India Standard Time),Fri May 03 2024 14:33:58 GMT+0530 (India Standard Time),Fri May 03 2024 14:34:14 GMT+0530 (India Standard Time),Fri May 03 2024 14:34:15 GMT+0530 (India Standard Time),0,0,Used,Fri May 03 2024 14:33:52 GMT+0530 (India Standard Time),21
6634a2adae73d2.92527733,40,43,genuine,50,100,Genuine,100,"Click link/ Open attachment,","Based upon senders email address,,",NA,NA,Fri May 03 2024 14:34:28 GMT+0530 (India Standard Time),Fri May 03 2024 14:34:31 GMT+0530 (India Standard Time),Fri May 03 2024 14:34:32 GMT+0530 (India Standard Time),Fri May 03 2024 14:34:38 GMT+0530 (India Standard Time),0,0,Not used,,
