S.No.,Timestamp,id,mturk_id,Age,Gender,Education,Major
41,"2022-09-01 10:49:15",63104064165481.34225373,A2UF73T5FVZKMM,18,F,Undergraduate,education
42,"2022-09-01 10:49:30",63104090191c95.05006804,AAPRQ5DHT6X2R,28,M,Undergraduate,"a focused area of study of attac"
43,"2022-09-01 10:51:34",6310413bb98571.69645115,AEOT74WAPK0A4,25,M,Masters,physics
44,"2022-09-01 10:51:35",63103e3b238a41.13827231,A34AL11AXC9KK8,25,F,Masters,educator
45,"2022-09-01 10:52:42",63104179d47101.05908146,A3T82NJB5430IV,28,M,Masters,educator
46,"2022-09-01 10:53:43",631041b13142f5.21422147,A34A8A4MZ1V53Y,30,M,Undergraduate,"COMPUTER ENGINEERING"
47,"2022-09-01 10:56:33",6310415e267c31.78667436,A2VFQ8DS884HLX,25,M,Undergraduate,"Computer science"
48,"2022-09-01 11:01:06",6310437a35bb91.96956441,A80XRGJXN2D22,33,M,Undergraduate,Electronics
49,"2022-09-01 11:02:49",631043d9aae700.43837352,A2IB32CDHE2ZDH,25,M,Masters,"computer science"
50,"2022-09-01 11:07:17",631044ec4a8f45.55552955,A2FID4BYT1X6R6,25,M,Undergraduate,"Computer science"
51,"2022-09-01 11:22:46",6310487c31cf70.74907881,A2ERBSD0VT162I,30,F,Undergraduate,IT
52,"2022-09-01 11:24:15",631048e50a5d63.82581872,A2KH9SC6A8VQXZ,30,M,Undergraduate,ACCOUNTANT
53,"2022-09-01 11:26:41",63104945e4fa83.57951375,A6B8HB98TB1HJ,39,M,Undergraduate,Marketing
54,"2022-09-01 11:33:10",63104a9bc2e512.54151866,A2VPMFF3GFRGYH,55,M,Undergraduate,Commerce.
55,"2022-09-01 11:39:12",63104c435dd424.21660215,A30NB0JBHFT5FC,29,F,Masters,good
56,"2022-09-01 11:56:09",6310504a953190.32241266,A2LZSELECGE94T,28,M,Masters,arts
57,"2022-09-01 11:57:14",631050a4bd0771.35924363,A8WLCSZLNZ8BL,32,M,Masters,Computer
58,"2022-09-01 11:59:39",6310512eeb8bf6.51611636,A3J1WLKKLL52FO,36,M,Masters,ENGLISH
59,"2022-09-01 12:00:30",63105149f3f6c9.09515605,A3VJHYXZ6JW0LD,27,M,Masters,"Finance management"
60,"2022-09-01 12:07:01",631052ec7b6b26.84736591,A1VMWZ4X201V7H,28,M,Undergraduate,Bcom
61,"2022-09-01 12:35:55",631059b56d6c43.79554005,A1G1PUPGA9IB7J,29,M,Masters,good
62,"2022-09-01 12:38:31",63105a1bee7ad1.77044520,A3J5MWXU1NQQ3N,70,M,Undergraduate,"FULL EMPLOYED"
63,"2022-09-01 14:04:21",63106e69e41d11.91015666,A33Z442WJQ8ADC,34,M,Undergraduate,Computer
64,"2022-09-01 19:07:14",6310b5704132b1.08281671,A28LGHBRWOFZOZ,43,F,Masters,COMPUTERS
65,"2022-09-01 19:11:51",6310b680c56968.15053414,APYYV3B1MT2B6,29,F,Masters,ECONOMICS
66,"2022-09-01 19:12:09",6310b6884fb6a8.59363494,A1IOMFFEKCWOIT,32,F,Undergraduate,major
67,"2022-09-01 19:12:15",6310b68cbabda6.26714880,A1V02JOX9YXKF6,30,M,Undergraduate,computer
68,"2022-09-01 19:12:38",6310b66f627871.35716998,A3IM1NBW1G1TCU,35,M,Undergraduate,Major
69,"2022-09-01 19:12:42",6310b6a23a1b04.80795106,A3D0QOV2FWXY6J,35,F,Masters,"Computer science"
70,"2022-09-01 19:13:12",6310b6caca9252.28587826,A3CMDYA9USA3MR,31,M,Undergraduate,computer
71,"2022-09-01 19:14:08",6310b6f4cece23.90500780,A3TUMZ954ORSUC,34,F,Undergraduate,major
72,"2022-09-01 19:14:17",6310b68768ef48.66442609,A3DTPGXKABAFEJ,39,M,Undergraduate,commerce
73,"2022-09-01 19:16:43",6310b6b64f1ba9.75591160,A162REZAM229C4,30,M,Masters,M.A
74,"2022-09-01 19:18:51",6310b7ac0b7f58.44586982,AKK2BPA71TA3M,33,M,Undergraduate,"INFORMATION TECHNOLOGY"
75,"2022-09-01 19:18:56",6310b80f066561.63841044,A3C2PSZEKN8OWD,36,F,Undergraduate,"COMPUTER SCIENCE"
76,"2022-09-01 19:21:13",6310b8002c3b36.85287963,AX2VR7850ON7L,30,M,Undergraduate,computer
77,"2022-09-01 19:56:44",6310c0d1bead62.56747405,A3BT4QRVBGA47H,34,M,Undergraduate,computer
78,"2022-09-01 19:59:23",6310c1a2792107.14968120,AAY0XUI4OLPOK,36,M,Undergraduate,"computer science"
79,"2022-09-01 19:59:28",6310c1a72ceec4.95394728,A30Z35CHHL9GP2,28,M,Masters,COMPUTER
80,"2022-09-01 20:03:06",6310c254576750.84420567,A3EU2ZIKRJTLQD,33,M,Masters,Electronics
81,"2022-09-01 20:05:42",6310c2c1dcc7d0.75990202,ACPML79DT9RN0,64,M,Undergraduate,"mechanical engineering"
82,"2022-09-01 20:08:04",6310c3b4455930.06961650,A2AMYX1J96G2JG,29,M,Undergraduate,IT
83,"2022-09-01 20:08:04",6310c3b4455930.06961650,A2AMYX1J96G2JG,29,M,Undergraduate,IT
84,"2022-09-01 20:11:11",6310c429896267.48382350,A1XA2WZVXTTLOI,25,M,Undergraduate,bank
85,"2022-09-01 20:12:52",6310c4c3b61931.09670732,A3ILUAMA32OJ2B,28,M,Undergraduate,"computer science"
86,"2022-09-01 20:14:02",6310c4e8d26e77.91373817,A1GVMWTOREQGW6,29,M,Masters,ENGLISH
87,"2022-09-01 20:14:53",6310c5124111c7.88976488,A1XOQ5LSXFEUBG,56,M,Intermediate,accounts
88,"2022-09-01 20:21:11",6310c646a128e3.94451966,A1OSJTNI18VOKL,30,M,Undergraduate,arts
89,"2022-09-01 20:22:52",6310c711add5e0.10363669,A3NP91S8GUYYU5,35,M,Masters,none
90,"2022-09-01 20:25:09",6310c7919c9a70.58086342,A1EXUCZLL77DLH,29,M,Undergraduate,"if you are majoring in Biology, "
91,"2022-09-01 20:27:32",6310c83b9ea355.76524663,A161R7U61GXNFC,24,M,Undergraduate,Electronics
92,"2022-09-01 20:31:51",6310c91b43fa97.36306209,A119NKB45VOGE5,31,M,Undergraduate,computer
93,"2022-09-01 20:32:35",6310c928311782.77819398,A397UZ7NAKTL0P,25,M,Undergraduate,business
94,"2022-09-01 20:50:46",6310cdb75a96d5.99582884,ABPVF7XEC88WF,34,M,Undergraduate,physics
95,"2022-09-01 20:56:27",6310cefc41d437.40081661,A1N44OIDSCB1FW,37,M,Masters,"Chemical Engineering"
96,"2022-09-01 20:58:03",6310cf4e6205a0.12588014,A1CJQPIKK52SHS,27,M,Undergraduate,"Computer Science"
97,"2022-09-01 21:00:32",6310cfd7df6181.83572139,A1NRZ7O1TEJB1V,31,F,Undergraduate,civil
98,"2022-09-01 21:14:14",6310d330dc2f19.45788113,A24NDC7JH9LEM1,43,M,Undergraduate,"Science (PCM)"
99,"2022-09-01 21:17:43",6310d3eee0fcc4.25860586,A322PKD0V62M27,33,F,Masters,IT
100,"2022-09-01 21:24:27",6310d588ccd3b4.49300573,ATIGCUKIPNWG0,29,F,Undergraduate,Computers
101,"2022-09-01 21:25:16",6310d56e31b4c0.36853803,AKA8TN8H8DQ6T,30,M,Undergraduate,"computer science"
102,"2022-09-01 21:46:48",6310dad344b0e5.76388829,ATIGCUKIPNWG0,29,F,Undergraduate,Computers
103,"2022-09-01 21:56:44",6310dcdad90625.96783021,A1RG0WRPSK5BAV,34,F,Masters,Electronics
104,"2022-09-01 22:10:25",6310e024d462b1.48531065,AXPAQGAKQP558,33,M,Undergraduate,electronics
105,"2022-09-01 22:12:59",6310e1000ed256.56139463,A1RG0WRPSK5BAV,34,F,Masters,Electronics
106,"2022-09-01 22:24:05",6310e393092324.23392031,A2BLEOO8M534SZ,28,F,Undergraduate,study
107,"2022-09-01 22:27:54",6310e46c4e39a1.83845115,A32D0WU2GPZAW8,28,M,Undergraduate,it
108,"2022-09-02 00:36:07",631102762fbdf7.77671471,A34XI67018IK8,34,F,Undergraduate,Science
109,"2022-09-02 15:00:49",6311cd247ace18.41470439,AZJYLX4T2W3NL,31,M,Undergraduate,B.A
110,"2022-09-02 15:01:07",6311cd427fddc9.38186111,A37NZ5CUEO3RX7,26,M,Undergraduate,electronics
111,"2022-09-02 15:02:47",6311cd7dcfeb33.53316185,AOXZTWX1NLYW5,34,F,Masters,"Computer science"
112,"2022-09-02 15:10:44",6311cf560a4d92.72931235,A2ALMNRVE9FGQ8,38,F,Undergraduate,economics
113,"2022-09-02 15:38:11",6311d5ef1a5582.63936458,A29NA4283YJ26D,35,M,Masters,Mechanical
114,"2022-09-02 15:44:49",6311d78008f8a5.01863606,A37NZ5CUEO3RX7,25,M,Undergraduate,electronics
115,"2022-09-02 16:03:15",6311dbb83f9332.15991703,A8F6JFG0WSELT,26,M,Undergraduate,"IT/Senior Analyst"
116,"2022-09-02 16:08:18",6311dd01dd1f74.53123955,A1ESKJFDQUMBL4,30,F,Undergraduate,science
117,"2022-09-05 12:52:25",6315a3a0a4c9f6.79835780,Demo,18,F,phd,ddddddddd
118,"2022-09-05 16:32:09",6315d71aa46386.94681634,A2AMYX1J96G2JG,28,M,Masters,IT
119,"2022-09-05 16:34:09",6315d7568ee442.77982020,A3EXV3M9E7QB8C,28,M,phd,computer
120,"2022-09-05 16:35:45",6315d7e19e3987.33100733,ABV9SGW3AOCTS,29,F,Masters,COMPUTER
121,"2022-09-05 16:36:11",6315d7ede1d254.65242535,A2LZSELECGE94T,28,M,Masters,arts
122,"2022-09-05 16:36:24",6315d7fca2bb18.06916719,A2AMYX1J96G2JG,29,F,Masters,A2AMYX1J96G2JGA2AMYX1J96G2JG
123,"2022-09-05 16:37:55",6315d8572490b2.22274747,AYMJAMX7Z7YHG,28,M,High_School,computer
124,"2022-09-05 16:40:10",6315d8fe25fb08.44965118,A3IM1NBW1G1TCU,32,M,Masters,MATHS
125,"2022-09-05 16:41:05",6315d9277c87e6.96687831,A2LZSELECGE94T,28,M,Masters,arts
126,"2022-09-05 16:41:26",6315d94bf05fc0.84359476,ABV9SGW3AOCTS,29,F,Masters,COMPUTER
127,"2022-09-05 16:45:59",6315da4ebbc018.11584090,A24NDC7JH9LEM1,43,M,Undergraduate,"Science (PCM)"
128,"2022-09-05 16:46:06",6315da49cfd8c1.85579617,A3F0IB24N4G54T,28,M,Masters,IT
129,"2022-09-05 16:46:15",6315da641228b5.23181715,A1CQDLI6UA2IW4,28,M,Undergraduate,geography
130,"2022-09-05 16:49:51",6315dae5abed24.77571921,A1O4AAQX2KCD3N,25,F,Undergraduate,"I like playing games"
131,"2022-09-05 16:51:56",6315db97694090.57197920,A3DTPGXKABAFEJ,39,M,Undergraduate,commerce
132,"2022-09-05 16:53:43",6315dc082cd947.71605902,A11UOM2LJ69AE7,33,M,Undergraduate,Electronics
133,"2022-09-05 17:02:20",6315de1e2265d4.71743333,A3SLY0SJLJZ0J1,26,M,Undergraduate,COMMERCE
134,"2022-09-05 17:02:31",6315de23653f14.92223783,A16MSUA16BXLX2,28,M,Undergraduate,IT
135,"2022-09-05 17:03:47",6315de66568332.29150323,A1SJ6E71TEWQEQ,31,M,Undergraduate,computerapplication
136,"2022-09-05 17:04:31",6315de915acb22.32622288,A2AZUVTO38W7JE,27,M,Undergraduate,"Bachelor of Business Administrat"
137,"2022-09-05 17:04:55",6315de2b0862c7.31799551,A5MAX0NOL43GK4,35,F,Undergraduate,Civil
138,"2022-09-05 17:05:08",6315dece2e8b64.26039422,A2IKW7I8X54JRP,37,M,Undergraduate,finance
139,"2022-09-05 17:06:42",6315df2cb1a638.64201559,A2X52OGT1GI4SJ,41,F,Masters,philosophy
140,"2022-09-05 17:08:12",6315df6a2e0555.66774350,A28QUR0QYD2WI7,36,F,Masters,"Business Management"
141,"2022-09-05 17:09:17",6315dfbf5b5001.83113467,A1R5B8KT4EIIKB,27,M,Masters,"computer application"
142,"2022-09-05 17:10:24",6315dff9eb98e9.20830070,A1E6E0XZ1BX1AR,28,M,Undergraduate,Electronics
143,"2022-09-05 17:10:29",6315dfbacc20c4.76614871,A1XCZSIB9QLS14,37,M,Masters,"Information technology"
144,"2022-09-05 17:12:04",6315dfe921a597.04002880,A2HHA9EDBXOU7P,59,M,Masters,"Computer science"
145,"2022-09-05 17:14:10",6315e0f53fb823.82498829,A8NFLCEXUSFDM,25,M,Undergraduate,computer
146,"2022-09-05 17:20:37",6315e26b9833a7.35986173,A27C26WX6HWFXX,36,M,Masters,MAJOR
147,"2022-09-05 17:24:00",6315e2ffbe8d08.79527798,A8CQ0JA8T70H6,36,M,Masters,Major
148,"2022-09-05 17:24:06",6315e319cb58a4.81438377,A13XXMDHOULEZ7,43,F,Undergraduate,Economics
149,"2022-09-05 17:27:06",6315e3bc401882.84632972,A1NXBW66PXIKZJ,27,M,Masters,"CS AND I"
150,"2022-09-05 17:31:52",6315e4d2ebd5f9.56328574,A152S7LOEE5B38,38,M,Masters,IT
151,"2022-09-05 17:34:09",6315e565add750.84810130,A3PND2XNVWO4JF,36,M,Masters,MAJOR
152,"2022-09-05 17:34:56",6315e50e90b501.41201884,AI7B82OSX87GD,29,F,phd,Engineer
153,"2022-09-05 17:37:43",6315e6550ab041.95522261,AH1Z4WWBADNYI,36,F,Masters,"COMPUTER OPERATOR"
154,"2022-09-05 17:38:25",6315e6948f8350.78333199,A2U1YK6HXD4NMU,36,M,Masters,MAJOR
155,"2022-09-05 17:40:01",6315e6c5095c66.26018630,A21IUESX5N4ZTS,36,M,Masters,Major
156,"2022-09-05 17:42:53",6315e7949edf91.88583630,A1Y75P7N91HYEB,36,M,Masters,MAJOR
157,"2022-09-05 17:46:40",6315e85fc8cfc9.96838181,A3O5DCGZE1T61D,31,M,Undergraduate,computer
158,"2022-09-05 17:48:56",6315e8e9d56d64.09126265,A11IXNHDZWA9FG,36,F,Masters,MAJOR
159,"2022-09-05 17:50:00",6315e94ae92ec9.18625573,A21F2N8KRUFPSX,41,M,Masters,"Computer Application"
160,"2022-09-05 17:50:34",6315e956b68007.79374431,A1EO1OLOKU8J2H,45,M,Undergraduate,B.Com
161,"2022-09-05 17:51:04",6315e98a3f9e85.11192635,A3HALUPLZ4IKYJ,36,F,Masters,MAJOR
162,"2022-09-05 17:53:03",6315e9ce9e8a42.56960477,A37XBK0XMMAU5L,36,F,phd,Major
163,"2022-09-05 18:12:59",6315eeb3398eb4.02559229,A3HUYVBMP5V5SP,36,F,Masters,Major
164,"2022-09-05 18:15:39",6315ef2c910fa2.61699731,A1PDBRYBFMMFNY,47,M,Undergraduate,ENGINEERING
165,"2022-09-05 18:22:00",6315f0dc3c0fb1.64923265,ABPVF7XEC88WF,34,M,Undergraduate,physics
166,"2022-09-05 18:42:46",6315f5b0a63454.43666238,A1ZZ52XG8JPJI6,35,F,Undergraduate,Major
167,"2022-09-05 19:21:31",6315fe84c1c8b2.92791460,A5LYLHG880ABE,34,M,Masters,none
168,"2022-09-05 19:24:41",6315ff859e5ea8.14888613,A29X1A8AF3TUQP,45,F,Undergraduate,Science
169,"2022-09-05 19:27:43",6316002aa33c83.80909481,A2JXWVGVVZNU4H,33,M,Undergraduate,b.com
170,"2022-09-05 19:49:31",6316054c6dc804.78567116,A1EXUCZLL77DLH,29,M,Undergraduate,IT
171,"2022-09-05 19:54:43",63160678326f37.00688294,A7MD4G0NZCWTK,31,M,Undergraduate,Computer
172,"2022-09-05 20:04:31",63160897e53c79.46965917,A2BLHVLUEZ3RC0,36,M,Masters,MSC
173,"2022-09-05 20:11:11",63160a3e468b25.71367412,A2EO6IBGQEOMLB,37,M,Masters,"Computer Applications"
174,"2022-09-05 23:38:06",63163ab6878a36.86733183,AXVEBBS48RC53,26,F,Undergraduate,COMMERCE
175,"2022-09-05 23:38:54",63163ad742e9a2.81656047,A9ZBEA4T2FNZ3,24,M,Undergraduate,major
176,"2022-09-05 23:39:12",63163b03561174.12484070,A2SD47UV25XSGN,28,F,Undergraduate,"A general specialisation or an a"
177,"2022-09-05 23:54:42",63163e6a43acb9.94063876,AT0BMZVMLTUSZ,34,M,Undergraduate,Engineering
178,"2022-09-06 00:12:19",631642c93949f6.91758166,A48EUSNJ5PQQF,29,M,Undergraduate,IT
179,"2022-09-06 00:14:46",63164288c4c434.19162449,AT0BMZVMLTUSZ,34,M,Undergraduate,Engineering
180,"2022-09-06 00:16:35",631643e90f8f12.99322691,A5SLY0SJLJZ0J1,32,M,Masters,COMMERCE
181,"2022-09-06 00:40:26",6316498246fbc7.52411137,A1XH05IKC77OXO,31,M,Masters,"COMPUTER SCIENCE"
182,"2022-09-06 00:43:38",63164a4873cfa7.07069572,A2BLEOO8M534SZ,28,F,Undergraduate,study
183,"2022-09-06 00:44:56",63164a46be5672.17705962,A9WHHKH0HKTOM,35,M,Masters,Physiotherapy
184,"2022-09-06 00:45:46",63164a95b19b79.47022375,A1DBIB1NOWE9D3,44,M,Masters,"A I"
185,"2022-09-06 00:50:43",63164bd6d97468.15596126,A1MPGNVKJI4ZT6,30,M,Undergraduate,Engineering
186,"2022-09-06 00:58:32",63164dc51b19e1.16054044,ATT0YNUQ0SYVA,30,F,Undergraduate,degree
187,"2022-09-06 01:01:13",63164db01eb045.58436705,A1GUY7ZZF1F92C,35,M,Intermediate,"good Survey"
188,"2022-09-06 01:20:09",6316527bb2db93.53088348,A4806MFWRDL42,48,F,Masters,"Msc mathematics"
189,"2022-09-06 01:49:00",63165859668574.46239445,A386AUYQRP1D1C,31,M,Undergraduate,"Electronics and communication"
190,"2022-09-06 02:04:07",63165cb8430762.82940419,A28TUBRN9GF443,35,M,Undergraduate,driving
191,"2022-09-06 02:11:42",63165ecc180fa3.47042469,A81CP4H24UE8U,33,M,Undergraduate,"Information technology"
192,"2022-09-06 02:30:11",631663098a4865.14297830,ARE3ZYC1D7FTH,39,M,Undergraduate,"Phishing Game"
193,"2022-09-06 02:44:18",6316667ec13419.51701144,A2H90QIP05I3LU,33,M,Masters,"Supply Chain"
194,"2022-09-06 03:02:17",631664699a3a37.02269949,ASWZO1WY1UHEP,35,M,Undergraduate,"Computer Science"
195,"2022-09-06 03:02:17",631664699a3a37.02269949,ASWZO1WY1UHEP,35,M,Undergraduate,"Computer Science"
196,"2022-09-06 03:14:43",63166d501456f7.37095068,A3R9IAM7K6ZHEJ,37,M,Undergraduate,Trading
197,"2022-09-06 16:29:10",631727cf438064.22301863,AGAMNVSHHFN7,39,F,Masters,"computer science"
198,"2022-09-06 16:45:37",63172bb05ffd58.80955435,ALYQ3LDA8N6Z5,26,F,High_School,yes
199,"2022-09-06 16:57:42",63172e5894ce65.63070898,A247U4MD6V0SW7,26,F,Undergraduate,maths
200,"2022-09-06 17:15:46",631732c9914895.73809346,A2COCSUGZV28X,44,M,Masters,"Computer Science"
201,"2022-09-07 15:06:09",631865f650c0f4.62323122,Demo,18,F,Undergraduate,CS
202,"2022-09-07 15:07:44",63186658265085.92557241,dsds,18,M,phd,sds
203,"2022-09-07 17:36:26",63188907ef0f88.33289955,AX2EWYWZM19AZ,44,F,Masters,"computer science"
204,"2022-09-09 14:22:47",631afeca1d4762.53359288,Demo,18,M,Intermediate,rere
205,"2022-09-09 14:45:17",631b03df25a8d1.85213707,A2X2FKU7CR848P,28,M,Undergraduate,IT
206,"2022-09-09 14:45:20",631b03f7461640.47276559,A2KOXR5OXIFUIW,33,M,Undergraduate,Electronics
207,"2022-09-09 14:45:28",631b0412cd8c95.51576538,AHANC1RCYE57G,23,M,Masters,02
208,"2022-09-09 14:49:32",631b045d1dded0.16000396,AHZ08BLAUVT5I,39,F,Masters,NO
209,"2022-09-09 14:51:18",631b054ae8a004.08494604,A6U3JZ7BCJ2PA,29,F,Undergraduate,Engineering
210,"2022-09-09 15:00:03",631b07796110f7.41687830,A1VRV534XUZX49,29,F,Undergraduate,"Bachelor degree"
211,"2022-09-09 15:08:29",631b096b550767.09550146,A1WF1X8PQQJ2OQ,49,M,Undergraduate,economics
212,"2022-09-09 15:08:42",631b0966924b82.92500486,A32T6QSF3V8ULE,40,M,Undergraduate,IT
213,"2022-09-09 15:09:22",631b096ac8d081.35654659,A33SSV2JZEMEF6,25,M,Undergraduate,ENGLISH
214,"2022-09-09 15:12:19",631b09fd76a361.92986312,A3BU7H1917CQMK,34,M,Masters,"MBA HR"
215,"2022-09-09 15:12:28",631b0a64b72c60.39528209,A3DS9DP2JE8I4Z,36,F,Masters,"COMPUTER SCIENCE"
216,"2022-09-09 15:12:49",631b0a43181a20.71789927,A1366LR1S7TYG,39,M,Undergraduate,METALLURGY
217,"2022-09-09 15:12:53",631b0a842f95f0.55154304,A258PTOZ3D2TQR,31,M,Masters,"computer science"
218,"2022-09-09 15:19:16",631b0bf69daf74.68639007,A2X52OGT1GI4SJ,41,F,Masters,philosophy
219,"2022-09-09 15:20:14",631b0c3544e394.51557891,A3KGEDVFYPH8GM,29,M,Masters,IT
220,"2022-09-09 15:21:08",631b0b758a0aa0.62609278,A1SQK4LS1QE7QP,29,F,Masters,"graduation for btec"
221,"2022-09-09 15:21:24",631b0c7768cfb2.17096105,A2URMYFRQM2WHN,35,M,Masters,"COMPUTER SCIENCE"
222,"2022-09-09 15:22:17",631b0c9b7d99a8.17845023,A2ECHY8E6SX7KP,38,F,Masters,economics
223,"2022-09-09 15:23:16",631b0cd3409b24.18164646,A1D9FECXIKCO4O,25,F,Undergraduate,"English Literature"
224,"2022-09-09 15:23:30",631b0ce8436719.43003458,ACU0PDXQD25U7,29,F,Masters,bussiness
225,"2022-09-09 15:24:30",631b0d3a69c277.16931871,A28GL1T0ED56TJ,30,M,Masters,Zoology
226,"2022-09-09 15:25:11",631b0cf484f246.90512766,A3U7RDVJNFHHLZ,25,F,Undergraduate,mathematics
227,"2022-09-09 15:26:38",631b0db125f526.34380055,ALYQ3LDA8N6Z5,27,F,Undergraduate,yes
228,"2022-09-09 15:28:57",631b0dfc024696.91070357,AU0NIFPLX1EIL,34,M,Masters,"Computer Science"
229,"2022-09-09 15:30:05",631b0e63b8f535.56473432,A3KAF6CU2BYVLG,34,F,Undergraduate,"Conputer Science"
230,"2022-09-09 15:30:25",631b0e8b3fe6e3.92857172,A1O4AAQX2KCD3N,25,F,Undergraduate,"computer maths"
231,"2022-09-09 15:30:31",631b0e8c049f75.18623059,AV2L8UC749MM8,21,M,Undergraduate,ECE
232,"2022-09-09 15:31:37",631b0ed950b662.59874839,A114FUPMPRD94G,47,F,Masters,commerce
233,"2022-09-09 15:31:39",631b0ebebaf3d9.07611760,A28KOHY6EZ23GI,32,M,Masters,"computer science"
234,"2022-09-09 15:31:48",631b0ef0e4c878.82970987,A39WFF1WNLNXMY,28,M,Undergraduate,"A specialization is a focused ar"
235,"2022-09-09 15:36:28",631b0fed2673d8.25713642,A2W45RBC6DN8U0,40,M,Undergraduate,MATHEMATICS
236,"2022-09-09 15:37:01",631b0fed2673d8.25713642,A2W45RBC6DN8U0,40,M,Undergraduate,MATHEMATICS
237,"2022-09-09 15:42:57",631b11821b0982.42650600,A2X52OGT1GI4SJ,41,F,Masters,philosophy
